                                         s                                         | ind 
 53267819464719583219823456782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219823456782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219823456782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219823456785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219823456785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256781576492342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256781596472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256781956472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256782156794345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256782176495345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256782196475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256785176492342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256785196472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819464719583219834256785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419532819823456782156794345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419532819823456782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419532819823456782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419532819823456782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419532819834256782156794345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419532819834256782176495345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419532819834256782196475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419532819834256782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419532819834256782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419532819834256782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219823456781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219823456781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219823456781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219823456782156794345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219823456782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219823456782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219823456782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219823456785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219823456785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256781576492342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256781596472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256781956472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256782156794345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256782176495345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256782196475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256785176492342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256785196472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267819467419583219834256785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719532819823456782156749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719532819823456782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719532819823456782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719532819823456782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719532819834256782156479345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719532819834256782156749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719532819834256782196475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719532819834256782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719532819834256782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719532819834256782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219823456781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219823456781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219823456781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219823456782156749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219823456782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219823456782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219823456782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219823456785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219823456785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256781596472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256781956472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256782156479345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256782156749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256782196475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256785196472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891464719583219834256785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419532819823456782156749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419532819823456782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419532819823456782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419532819823456782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419532819834256782156479345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419532819834256782156749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419532819834256782196475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419532819834256782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419532819834256782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419532819834256782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219823456781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219823456781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219823456781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219823456782156749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219823456782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219823456782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219823456782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219823456785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219823456785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256781596472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256781956472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256782156479345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256782156749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256782196475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256785196472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53267891467419583219834256785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719534819823456781296745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719534819823456781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719534819834256781276495345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719534819834256781296475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719534819834256781296745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719534819834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719534819834256781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719543819823456781256794345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719543819834256781256794345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719543819834256781276495345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719543819834256781296475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719543819834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719583419823456781256794345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719583419823456781296745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719583419823456781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719583419834256781256794345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719583419834256781276495345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719583419834256781296475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719583419834256781296745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719583419834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819262719583419834256781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819823456781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819823456781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819823456781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819823456782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819823456782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819823456785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819823456785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256781576492342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256781596472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256781956472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256782176495345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256782196475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256785176492342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256785196472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219534819834256785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219543819823456782156794345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219543819823456782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219543819834256781576492342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219543819834256781596472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219543819834256781956472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219543819834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219543819834256782156794345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219543819834256782176495345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219543819834256782196475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219543819834256782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219543819834256785176492342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219543819834256785196472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419823456781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419823456781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419823456781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419823456782156794345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419823456782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419823456782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419823456782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419823456785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419823456785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256781576492342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256781596472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256781956472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256782156794345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256782176495345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256782196475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256785176492342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256785196472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467819267219583419834256785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719534819823456781256749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719534819823456781296745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719534819823456781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719534819834256781256479345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719534819834256781256749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719534819834256781296475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719534819834256781296745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719534819834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719534819834256781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719543819834256781256479345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719543819834256781296475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719543819834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719583419823456781256749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719583419823456781296745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719583419823456781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719583419834256781256479345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719583419834256781256749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719583419834256781296475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719583419834256781296745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719583419834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891262719583419834256781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819823456781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819823456781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819823456781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819823456782156749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819823456782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819823456782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819823456785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819823456785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819834256781596472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819834256781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819834256781956472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819834256781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819834256781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819834256782156479345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819834256782156749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819834256782196475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819834256782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819834256782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819834256785196472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819834256785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219534819834256785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219543819823456782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219543819834256781596472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219543819834256781956472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219543819834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219543819834256782156479345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219543819834256782196475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219543819834256782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219543819834256785196472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419823456781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419823456781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419823456781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419823456782156749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419823456782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419823456782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419823456782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419823456785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419823456785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256781596472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256781596742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256781956472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256781956472345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256781956742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256781956742345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256782156479345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256782156749345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256782196475345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256782196745345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256782956174345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256782976145345 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256785196472342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256785196742342 8 3  17   2   6 6    28    419  5    8  79 |  39
 53467891267219583419834256785976142342 8 3  17   2   6 6    28    419  5    8  79 |  39
 5326781946471953281982345678215679434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281982345678215679434598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281982345678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281982345678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281982345678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281982345678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281983425678215679434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281983425678215679434598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281983425678217649534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281983425678217649534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281983425678219647534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281983425678219647534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281983425678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281983425678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281983425678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471953281983425678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321982345678159674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321982345678159674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321982345678195674234258 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321982345678195674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321982345678195674234568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321982345678215679434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321982345678215679434598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321982345678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321982345678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321982345678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321982345678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321982345678519674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321982345678519674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321982345678597614234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678157649234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678157649234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678159647234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678159647234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678159674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678159674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678195647234258 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678195647234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678195647234568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678195674234258 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678195674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678195674234568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678215679434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678215679434598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678217649534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678217649534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678219647534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678219647534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678219674534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678219674534598 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678295617434568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678297614534568 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678517649234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678517649234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678519647234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678519647234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678519674234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678519674234298 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946471958321983425678597614234268 3  17   2   6 6    28    419  5    8  79 |  41
 5326781946741953281982345678215679434568 3  17   2   6 6    28    419  5    8  79 |  41
