                                         s                                         | ind 
 5326781946471958321983425678215674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678215679 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678217649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678219647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678219674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678257614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678257619 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678257649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678259614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678259617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678259647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678259674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678295614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678295617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678295647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678295674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678297614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678517649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678519647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678519674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946471958321983425678597614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678159674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678195674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678215674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678215679 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678219674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678257614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678257619 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678259614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678259617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678259674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678295614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678295617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678295674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678297614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678519674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281982345678597614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678157649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678159647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678159674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678195647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678195674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678215647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678215649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678215674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678215679 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678217649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678219647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678219674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678257614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678257619 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678257649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678259614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678259617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678259647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678259674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678295614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678295617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678295647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678295674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678297614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678517649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678519647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678519674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741953281983425678597614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678159674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678195674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678215674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678215679 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678219674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678257614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678257619 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678259614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678259617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678259674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678295614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678295617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678295674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678297614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678519674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321982345678597614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678157649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678159647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678159674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678195647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678195674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678215647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678215649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678215674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678215679 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678217649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678219647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678219674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678257614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678257619 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678257649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678259614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678259617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678259647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678259674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678295614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678295617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678295647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678295674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678297614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678517649 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678519647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678519674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326781946741958321983425678597614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281982345678159674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281982345678195674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281982345678215674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281982345678219674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281982345678257614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281982345678259614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281982345678259617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281982345678259674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281982345678295614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281982345678295617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281982345678295674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281982345678297614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281982345678519674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281982345678597614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678159647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678159674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678195647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678195674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678215647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678215674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678219647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678219674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678257614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678259614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678259617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678259647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678259674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678295614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678295617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678295647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678295674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678297614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678519647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678519674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471953281983425678597614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321982345678159674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321982345678195674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321982345678215674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321982345678219674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321982345678257614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321982345678259614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321982345678259617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321982345678259674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321982345678295614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321982345678295617 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321982345678295674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321982345678297614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321982345678519674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321982345678597614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321983425678159647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321983425678159674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321983425678195647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321983425678195674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321983425678215647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321983425678215674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321983425678219647 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321983425678219674 34  8 3  17   2   6 6    28    419  5    8  79 |  35
 5326789146471958321983425678257614 34  8 3  17   2   6 6    28    419  5    8  79 |  35
